_measurement,url,time,cpu,average_response_ms
ping,10.251.255.33,2022-07-26 09:04:01.780,138,1.6100372000165
ping,10.251.255.33,2022-07-26 09:05:01.780,139,0.473334350486075
ping,10.251.255.33,2022-07-26 09:06:01.780,140,1.33663150095565
ping,10.251.255.33,2022-07-26 09:07:01.780,141,0.199928651425227
ping,10.251.255.33,2022-07-26 09:08:01.780,142,1.0632258018948
ping,10.251.255.33,2022-07-26 09:09:01.780,143,0.92652293957393
ping,10.251.255.33,2022-07-26 09:10:01.780,144,1.78982009004351
ping,10.251.255.33,2022-07-26 09:11:01.780,145,0.653117240978744
ping,10.251.255.33,2022-07-26 09:12:01.780,146,1.51641439144832
ping,10.251.255.33,2022-07-26 09:13:01.780,147,0.379711541917897
ping,10.251.255.33,2022-07-26 09:14:01.780,148,1.24300869238747
ping,10.251.255.33,2022-07-26 09:15:01.780,149,0.106305842857049
ping,10.251.255.33,2022-07-26 09:16:01.780,150,1.6100372000165
ping,10.251.255.33,2022-07-26 09:17:01.780,151,0.473334350486075
ping,10.251.255.33,2022-07-26 09:18:01.780,152,1.33663150095565
ping,10.251.255.33,2022-07-26 09:19:01.780,153,0.199928651425227
ping,10.251.255.33,2022-07-26 09:20:01.780,154,1.0632258018948
ping,10.251.255.33,2022-07-26 09:21:01.780,155,0.92652293957393
ping,10.251.255.33,2022-07-26 09:22:01.780,156,1.78982009004351
ping,10.251.255.33,2022-07-26 09:23:01.780,157,0.653117240978744
ping,10.251.255.33,2022-07-26 09:24:01.780,158,1.51641439144832
ping,10.251.255.33,2022-07-26 09:25:01.780,159,0.379711541917897
ping,10.251.255.33,2022-07-26 09:26:01.780,160,1.24300869238747
ping,10.251.255.33,2022-07-26 09:27:01.780,161,0.106305842857049
ping,10.251.255.33,2022-07-26 09:28:01.780,162,1.6100372000165
ping,10.251.255.33,2022-07-26 09:29:01.780,163,0.473334350486075
ping,10.251.255.33,2022-07-26 09:30:01.780,164,1.33663150095565
ping,10.251.255.33,2022-07-26 09:31:01.780,165,0.199928651425227
ping,10.251.255.33,2022-07-26 09:32:01.780,166,1.0632258018948
ping,10.251.255.33,2022-07-26 09:33:01.780,167,0.92652293957393
ping,10.251.255.33,2022-07-26 09:34:01.780,168,1.78982009004351
ping,10.251.255.33,2022-07-26 09:35:01.780,169,0.653117240978744
ping,10.251.255.33,2022-07-26 09:36:01.780,170,1.51641439144832
ping,10.251.255.33,2022-07-26 09:37:01.780,171,0.379711541917897
ping,10.251.255.33,2022-07-26 09:38:01.780,172,1.24300869238747
ping,10.251.255.33,2022-07-26 09:39:01.780,173,0.106305842857049
ping,10.251.255.33,2022-07-26 09:40:01.780,174,1.6100372000165
ping,10.251.255.33,2022-07-26 09:41:01.780,175,0.473334350486075
ping,10.251.255.33,2022-07-26 09:42:01.780,176,1.33663150095565
ping,10.251.255.33,2022-07-26 09:43:01.780,177,0.199928651425227
ping,10.251.255.33,2022-07-26 09:44:01.780,178,1.0632258018948
ping,10.251.255.33,2022-07-26 09:45:01.780,179,0.92652293957393
ping,10.251.255.33,2022-07-26 09:46:01.780,180,1.78982009004351
ping,10.251.255.33,2022-07-26 09:47:01.780,181,0.653117240978744
ping,10.251.255.33,2022-07-26 09:48:01.780,182,1.51641439144832
ping,10.251.255.33,2022-07-26 09:49:01.780,183,0.379711541917897
ping,10.251.255.33,2022-07-26 09:50:01.780,184,1.24300869238747
ping,10.251.255.33,2022-07-26 09:51:01.780,185,0.106305842857049
ping,10.251.255.33,2022-07-26 09:52:01.780,186,1.6100372000165
ping,10.251.255.33,2022-07-26 09:53:01.780,187,0.473334350486075
ping,10.251.255.33,2022-07-26 09:54:01.780,188,1.33663150095565
ping,10.251.255.33,2022-07-26 09:55:01.780,189,0.199928651425227
ping,10.251.255.33,2022-07-26 09:56:01.780,190,1.0632258018948
ping,10.251.255.33,2022-07-26 09:57:01.780,191,0.92652293957393
ping,10.251.255.33,2022-07-26 09:58:01.780,192,1.78982009004351
ping,10.251.255.33,2022-07-26 09:59:01.780,193,0.653117240978744
ping,10.251.255.33,2022-07-26 10:00:01.780,194,1.51641439144832
ping,10.251.255.33,2022-07-26 10:01:01.780,195,0.379711541917897
ping,10.251.255.33,2022-07-26 10:02:01.780,196,1.24300869238747
ping,10.251.255.33,2022-07-26 10:03:01.780,197,0.106305842857049
ping,10.251.255.33,2022-07-26 10:04:01.780,198,1.6100372000165
ping,10.251.255.33,2022-07-26 10:05:01.780,199,0.473334350486075
ping,10.251.255.33,2022-07-26 10:06:01.780,200,1.33663150095565
ping,10.251.255.33,2022-07-26 10:07:01.780,201,0.199928651425227
ping,10.251.255.33,2022-07-26 10:08:01.780,202,1.0632258018948
ping,10.251.255.33,2022-07-26 10:09:01.780,203,0.92652293957393
ping,10.251.255.33,2022-07-26 10:10:01.780,204,1.78982009004351
ping,10.251.255.33,2022-07-26 10:11:01.780,205,0.653117240978744
ping,10.251.255.33,2022-07-26 10:12:01.780,206,1.51641439144832
ping,10.251.255.33,2022-07-26 10:13:01.780,207,0.379711541917897
ping,10.251.255.33,2022-07-26 10:14:01.780,208,1.24300869238747
ping,10.251.255.33,2022-07-26 10:15:01.780,209,0.106305842857049
ping,10.251.255.33,2022-07-26 10:16:01.780,210,1.6100372000165
ping,10.251.255.33,2022-07-26 10:17:01.780,211,0.473334350486075
ping,10.251.255.33,2022-07-26 10:18:01.780,212,1.33663150095565
ping,10.251.255.33,2022-07-26 10:19:01.780,213,0.199928651425227
ping,10.251.255.33,2022-07-26 10:20:01.780,214,1.0632258018948
ping,10.251.255.33,2022-07-26 10:21:01.780,215,0.92652293957393
ping,10.251.255.33,2022-07-26 10:22:01.780,216,1.78982009004351
ping,10.251.255.33,2022-07-26 10:23:01.780,217,0.653117240978744
ping,10.251.255.33,2022-07-26 10:24:01.780,218,1.51641439144832
ping,10.251.255.33,2022-07-26 10:25:01.780,219,0.379711541917897
ping,10.251.255.33,2022-07-26 10:26:01.780,220,1.24300869238747
ping,10.251.255.33,2022-07-26 10:27:01.780,221,0.106305842857049
ping,10.251.255.33,2022-07-26 10:28:01.780,222,1.6100372000165
ping,10.251.255.33,2022-07-26 10:29:01.780,223,0.473334350486075
ping,10.251.255.33,2022-07-26 10:30:01.780,224,1.33663150095565
ping,10.251.255.33,2022-07-26 10:31:01.780,225,0.199928651425227
ping,10.251.255.33,2022-07-26 10:32:01.780,226,1.0632258018948
ping,10.251.255.33,2022-07-26 10:33:01.780,227,0.92652293957393
ping,10.251.255.33,2022-07-26 10:34:01.780,228,1.78982009004351
ping,10.251.255.33,2022-07-26 10:35:01.780,229,0.653117240978744
ping,10.251.255.33,2022-07-26 10:36:01.780,230,1.51641439144832
ping,10.251.255.33,2022-07-26 10:37:01.780,231,0.379711541917897
ping,10.251.255.33,2022-07-26 10:38:01.780,232,1.24300869238747
ping,10.251.255.33,2022-07-26 10:39:01.780,233,0.106305842857049
ping,10.251.255.33,2022-07-26 10:40:01.780,234,1.6100372000165
ping,10.251.255.33,2022-07-26 10:41:01.780,235,0.473334350486075
ping,10.251.255.33,2022-07-26 10:42:01.780,236,1.33663150095565
ping,10.251.255.33,2022-07-26 10:43:01.780,237,0.199928651425227
ping,10.251.255.33,2022-07-26 10:44:01.780,238,1.0632258018948
ping,10.251.255.33,2022-07-26 10:45:01.780,239,0.92652293957393
ping,10.251.255.33,2022-07-26 10:46:01.780,240,1.78982009004351
ping,10.251.255.33,2022-07-26 10:47:01.780,241,0.653117240978744
ping,10.251.255.33,2022-07-26 10:48:01.780,242,1.51641439144832
ping,10.251.255.33,2022-07-26 10:49:01.780,243,0.379711541917897
ping,10.251.255.33,2022-07-26 10:50:01.780,244,1.24300869238747
ping,10.251.255.33,2022-07-26 10:51:01.780,245,0.106305842857049
ping,10.251.255.33,2022-07-26 10:52:01.780,246,1.6100372000165
ping,10.251.255.33,2022-07-26 10:53:01.780,247,0.473334350486075
ping,10.251.255.33,2022-07-26 10:54:01.780,248,1.33663150095565
ping,10.251.255.33,2022-07-26 10:55:01.780,249,0.199928651425227
ping,10.251.255.33,2022-07-26 10:56:01.780,250,1.0632258018948
