_time,_value,_measurement,_field
2022-07-30 01:00:18.240,98.47,mqtt_consumer,Kettle
2022-07-30 02:00:18.240,64.79,mqtt_consumer,Kettle
2022-07-30 03:00:18.240,4.77,mqtt_consumer,Kettle
2022-07-30 04:00:18.240,95.4,mqtt_consumer,Kettle
2022-07-30 05:00:18.240,12.39,mqtt_consumer,Kettle
2022-07-30 06:00:18.240,96.77,mqtt_consumer,Kettle
2022-07-30 07:00:18.240,25.34,mqtt_consumer,Kettle
2022-07-30 08:00:18.240,96.08,mqtt_consumer,Kettle
2022-07-30 09:00:18.240,68.71,mqtt_consumer,Kettle
2022-07-30 10:00:18.240,10.63,mqtt_consumer,Kettle
2022-07-30 11:00:18.240,68.09,mqtt_consumer,Kettle
2022-07-30 12:00:18.240,86.14,mqtt_consumer,Kettle
2022-07-30 13:00:18.240,51.61,mqtt_consumer,Kettle
2022-07-30 14:00:18.240,29.43,mqtt_consumer,Kettle
2022-07-30 15:00:18.240,39.73,mqtt_consumer,Kettle
2022-07-30 16:00:18.240,37.39,mqtt_consumer,Kettle
2022-07-30 17:00:18.240,96.61,mqtt_consumer,Kettle
2022-07-30 18:00:18.240,59.45,mqtt_consumer,Kettle
2022-07-30 19:00:18.240,2.08,mqtt_consumer,Kettle
2022-07-30 20:00:18.240,71.82,mqtt_consumer,Kettle
2022-07-30 21:00:18.240,76.01,mqtt_consumer,Kettle
2022-07-30 22:00:18.240,79.55,mqtt_consumer,Kettle
2022-07-30 23:00:18.240,46.44,mqtt_consumer,Kettle
2022-07-31 00:00:18.240,72.95,mqtt_consumer,Kettle
2022-07-31 01:00:18.240,95.5,mqtt_consumer,Kettle
2022-07-31 02:00:18.240,30.24,mqtt_consumer,Kettle
2022-07-31 03:00:18.240,54.82,mqtt_consumer,Kettle
2022-07-31 04:00:18.240,52.73,mqtt_consumer,Kettle
2022-07-31 05:00:18.240,92.01,mqtt_consumer,Kettle
2022-07-31 06:00:18.240,82.69,mqtt_consumer,Kettle
2022-07-31 07:00:18.240,55.37,mqtt_consumer,Kettle
2022-07-31 08:00:18.240,12.75,mqtt_consumer,Kettle
2022-07-31 09:00:18.240,15.75,mqtt_consumer,Kettle
2022-07-31 10:00:18.240,95.96,mqtt_consumer,Kettle
2022-07-31 11:00:18.240,99.29,mqtt_consumer,Kettle
2022-07-31 12:00:18.240,81.7,mqtt_consumer,Kettle
2022-07-31 13:00:18.240,68.68,mqtt_consumer,Kettle
2022-07-31 14:00:18.240,78.96,mqtt_consumer,Kettle
2022-07-31 15:00:18.240,59.82,mqtt_consumer,Kettle
2022-07-31 16:00:18.240,48.15,mqtt_consumer,Kettle
2022-07-31 17:00:18.240,45.59,mqtt_consumer,Kettle
2022-07-31 18:00:18.240,16.48,mqtt_consumer,Kettle
2022-07-31 19:00:18.240,83.8,mqtt_consumer,Kettle
2022-07-31 20:00:18.240,23.04,mqtt_consumer,Kettle
2022-07-31 21:00:18.240,56.2,mqtt_consumer,Kettle
2022-07-31 22:00:18.240,33.15,mqtt_consumer,Kettle
2022-07-31 23:00:18.240,25.97,mqtt_consumer,Kettle
2022-08-01 00:00:18.240,75.04,mqtt_consumer,Kettle
2022-08-01 01:00:18.240,61.01,mqtt_consumer,Kettle
2022-08-01 02:00:18.240,43.2,mqtt_consumer,Kettle
2022-08-01 03:00:18.240,90.99,mqtt_consumer,Kettle
2022-08-01 04:00:18.240,94.38,mqtt_consumer,Kettle
2022-08-01 05:00:18.240,93,mqtt_consumer,Kettle
2022-08-01 06:00:18.240,71.93,mqtt_consumer,Kettle
2022-08-01 07:00:18.240,99.15,mqtt_consumer,Kettle
2022-08-01 08:00:18.240,70.83,mqtt_consumer,Kettle
2022-08-01 09:00:18.240,71.94,mqtt_consumer,Kettle
2022-08-01 10:00:18.240,78.85,mqtt_consumer,Kettle
2022-08-01 11:00:18.240,64.75,mqtt_consumer,Kettle
2022-08-01 12:00:18.240,97.87,mqtt_consumer,Kettle
2022-08-01 13:00:18.240,69.55,mqtt_consumer,Kettle
2022-08-01 14:00:18.240,11.29,mqtt_consumer,Kettle
2022-08-01 15:00:18.240,5.54,mqtt_consumer,Kettle
2022-08-01 16:00:18.240,70.52,mqtt_consumer,Kettle
2022-08-01 17:00:18.240,94.41,mqtt_consumer,Kettle
2022-08-01 18:00:18.240,51.94,mqtt_consumer,Kettle
2022-08-01 19:00:18.240,85.19,mqtt_consumer,Kettle
2022-08-01 20:00:18.240,69.28,mqtt_consumer,Kettle
2022-08-01 21:00:18.240,75.23,mqtt_consumer,Kettle
2022-08-01 22:00:18.240,59.68,mqtt_consumer,Kettle
2022-08-01 23:00:18.240,26.34,mqtt_consumer,Kettle
2022-08-02 00:00:18.240,82.18,mqtt_consumer,Kettle
2022-08-02 01:00:18.240,52.33,mqtt_consumer,Kettle
2022-08-02 02:00:18.240,36.18,mqtt_consumer,Kettle
2022-08-02 03:00:18.240,42.96,mqtt_consumer,Kettle
2022-08-02 04:00:18.240,44.54,mqtt_consumer,Kettle
2022-08-02 05:00:18.240,80.25,mqtt_consumer,Kettle
2022-07-12 10:00:18.240,94.51,mqtt_consumer,Microwave
2022-07-12 11:00:18.240,45.5,mqtt_consumer,Microwave
2022-07-12 12:00:18.240,84.35,mqtt_consumer,Microwave
2022-07-12 13:00:18.240,7.38,mqtt_consumer,Microwave
2022-07-12 14:00:18.240,62.44,mqtt_consumer,Microwave
2022-07-12 15:00:18.240,52.08,mqtt_consumer,Microwave
2022-07-12 16:00:18.240,48.22,mqtt_consumer,Microwave
2022-07-12 17:00:18.240,94.09,mqtt_consumer,Microwave
2022-07-12 18:00:18.240,63.99,mqtt_consumer,Microwave
2022-07-12 19:00:18.240,96.05,mqtt_consumer,Microwave
2022-07-12 20:00:18.240,32.53,mqtt_consumer,Microwave
2022-07-12 21:00:18.240,25.58,mqtt_consumer,Microwave
2022-07-12 22:00:18.240,16.88,mqtt_consumer,Microwave
2022-07-12 23:00:18.240,68.94,mqtt_consumer,Microwave
2022-07-13 00:00:18.240,40.13,mqtt_consumer,Microwave
2022-07-13 01:00:18.240,9.47,mqtt_consumer,Microwave
2022-07-13 02:00:18.240,19.44,mqtt_consumer,Microwave
2022-07-13 03:00:18.240,84.22,mqtt_consumer,Microwave
2022-07-13 04:00:18.240,22.4,mqtt_consumer,Microwave
2022-07-13 05:00:18.240,64.56,mqtt_consumer,Microwave
2022-07-13 06:00:18.240,48.87,mqtt_consumer,Microwave
2022-07-13 07:00:18.240,10.97,mqtt_consumer,Microwave
2022-07-13 08:00:18.240,31.34,mqtt_consumer,Microwave
2022-07-13 09:00:18.240,47.74,mqtt_consumer,Microwave
2022-07-13 10:00:18.240,54.59,mqtt_consumer,Microwave
2022-07-13 11:00:18.240,74.37,mqtt_consumer,Microwave
2022-07-13 12:00:18.240,58.17,mqtt_consumer,Microwave
2022-07-13 13:00:18.240,16.57,mqtt_consumer,Microwave
2022-07-13 14:00:18.240,40.31,mqtt_consumer,Microwave
2022-07-13 15:00:18.240,95.26,mqtt_consumer,Microwave
2022-07-13 16:00:18.240,19.78,mqtt_consumer,Microwave
2022-07-13 17:00:18.240,10.36,mqtt_consumer,Microwave
2022-07-13 18:00:18.240,21.02,mqtt_consumer,Microwave
2022-07-13 19:00:18.240,51.85,mqtt_consumer,Microwave
2022-07-13 20:00:18.240,17.44,mqtt_consumer,Microwave
2022-07-13 21:00:18.240,84.26,mqtt_consumer,Microwave
2022-07-13 22:00:18.240,30.53,mqtt_consumer,Microwave
2022-07-13 23:00:18.240,95.88,mqtt_consumer,Microwave
2022-07-14 00:00:18.240,30.47,mqtt_consumer,Microwave
2022-07-14 01:00:18.240,54.17,mqtt_consumer,Microwave
2022-07-14 02:00:18.240,55.09,mqtt_consumer,Microwave
2022-07-14 03:00:18.240,20.72,mqtt_consumer,Microwave
2022-07-14 04:00:18.240,48.69,mqtt_consumer,Microwave
2022-07-14 05:00:18.240,40.11,mqtt_consumer,Microwave
2022-07-14 06:00:18.240,47.48,mqtt_consumer,Microwave
2022-07-14 07:00:18.240,78.62,mqtt_consumer,Microwave
2022-07-14 08:00:18.240,89.13,mqtt_consumer,Microwave
2022-07-14 09:00:18.240,22.78,mqtt_consumer,Microwave
2022-07-14 10:00:18.240,20.13,mqtt_consumer,Microwave
2022-07-14 11:00:18.240,65.91,mqtt_consumer,Microwave
2022-07-14 12:00:18.240,0.75,mqtt_consumer,Microwave
2022-07-14 13:00:18.240,40.33,mqtt_consumer,Microwave
2022-07-14 14:00:18.240,45.26,mqtt_consumer,Microwave
2022-07-14 15:00:18.240,86.62,mqtt_consumer,Microwave
2022-07-14 16:00:18.240,23.81,mqtt_consumer,Microwave
2022-07-14 17:00:18.240,1.04,mqtt_consumer,Microwave
2022-07-14 18:00:18.240,74.1,mqtt_consumer,Microwave
2022-07-14 19:00:18.240,41.65,mqtt_consumer,Microwave
2022-07-14 20:00:18.240,15.18,mqtt_consumer,Microwave
2022-07-14 21:00:18.240,62.76,mqtt_consumer,Microwave
2022-07-14 22:00:18.240,67.06,mqtt_consumer,Microwave
2022-07-14 23:00:18.240,20.57,mqtt_consumer,Microwave
2022-07-15 00:00:18.240,73.78,mqtt_consumer,Microwave
2022-07-15 01:00:18.240,96.28,mqtt_consumer,Microwave
2022-07-15 02:00:18.240,98.55,mqtt_consumer,Microwave
2022-07-15 03:00:18.240,92.69,mqtt_consumer,Microwave
2022-07-15 04:00:18.240,47.13,mqtt_consumer,Microwave
2022-07-15 05:00:18.240,53.7,mqtt_consumer,Microwave
2022-07-15 06:00:18.240,21.79,mqtt_consumer,Microwave
2022-07-15 07:00:18.240,48.9,mqtt_consumer,Microwave
2022-07-15 08:00:18.240,29.37,mqtt_consumer,Microwave
2022-07-15 09:00:18.240,2.28,mqtt_consumer,Microwave
2022-07-15 10:00:18.240,35.22,mqtt_consumer,Microwave
2022-07-15 11:00:18.240,95.95,mqtt_consumer,Microwave
2022-07-15 12:00:18.240,77.55,mqtt_consumer,Microwave
2022-07-15 13:00:18.240,45.55,mqtt_consumer,Microwave
2022-07-15 14:00:18.240,8.41,mqtt_consumer,Microwave
2022-07-15 15:00:18.240,79.78,mqtt_consumer,Microwave
2022-07-15 16:00:18.240,84.66,mqtt_consumer,Microwave
2022-07-15 17:00:18.240,70.72,mqtt_consumer,Microwave
2022-07-15 18:00:18.240,83.91,mqtt_consumer,Microwave
2022-07-15 19:00:18.240,90.51,mqtt_consumer,Microwave
2022-07-15 20:00:18.240,54.48,mqtt_consumer,Microwave
2022-07-15 21:00:18.240,79.37,mqtt_consumer,Microwave
2022-07-15 22:00:18.240,62.96,mqtt_consumer,Microwave
2022-07-15 23:00:18.240,63.75,mqtt_consumer,Microwave
2022-07-16 00:00:18.240,62.18,mqtt_consumer,Microwave
2022-07-16 01:00:18.240,34.21,mqtt_consumer,Microwave
2022-07-16 02:00:18.240,40.72,mqtt_consumer,Microwave
2022-07-16 03:00:18.240,43.36,mqtt_consumer,Microwave
2022-07-16 04:00:18.240,44.13,mqtt_consumer,Microwave
2022-07-16 05:00:18.240,91.29,mqtt_consumer,Microwave
2022-07-16 06:00:18.240,18.52,mqtt_consumer,Microwave
2022-07-16 07:00:18.240,39.23,mqtt_consumer,Microwave
2022-07-16 08:00:18.240,17.79,mqtt_consumer,Microwave
2022-07-16 09:00:18.240,51.79,mqtt_consumer,Microwave
2022-07-16 10:00:18.240,51.68,mqtt_consumer,Microwave
2022-07-16 11:00:18.240,20.64,mqtt_consumer,Microwave
2022-07-16 12:00:18.240,55.12,mqtt_consumer,Microwave
2022-07-16 13:00:18.240,57.82,mqtt_consumer,Microwave
2022-07-16 14:00:18.240,29.84,mqtt_consumer,Microwave
2022-07-16 15:00:18.240,29.13,mqtt_consumer,Microwave
2022-07-16 16:00:18.240,3.87,mqtt_consumer,Microwave
2022-07-16 17:00:18.240,43.89,mqtt_consumer,Microwave
2022-07-16 18:00:18.240,57.77,mqtt_consumer,Microwave
2022-07-16 19:00:18.240,1.26,mqtt_consumer,Microwave
2022-07-16 20:00:18.240,23.66,mqtt_consumer,Microwave
2022-07-16 21:00:18.240,65.67,mqtt_consumer,Microwave
2022-07-16 22:00:18.240,48.33,mqtt_consumer,Microwave
2022-07-16 23:00:18.240,53.64,mqtt_consumer,Microwave
2022-07-17 00:00:18.240,20.01,mqtt_consumer,Microwave
2022-07-17 01:00:18.240,63.9,mqtt_consumer,Microwave
2022-07-17 02:00:18.240,3.86,mqtt_consumer,Microwave
2022-07-17 03:00:18.240,9.83,mqtt_consumer,Microwave
2022-07-17 04:00:18.240,90.74,mqtt_consumer,Microwave
2022-07-17 05:00:18.240,99.48,mqtt_consumer,Microwave
2022-07-17 06:00:18.240,19.32,mqtt_consumer,Microwave
2022-07-17 07:00:18.240,84.27,mqtt_consumer,Microwave
2022-07-17 08:00:18.240,87.28,mqtt_consumer,Microwave
2022-07-17 09:00:18.240,62.99,mqtt_consumer,Microwave
2022-07-17 10:00:18.240,1.96,mqtt_consumer,Microwave
2022-07-17 11:00:18.240,40.5,mqtt_consumer,Microwave
2022-07-17 12:00:18.240,41.5,mqtt_consumer,Microwave
2022-07-17 13:00:18.240,94.03,mqtt_consumer,Microwave
2022-07-17 14:00:18.240,9.42,mqtt_consumer,Microwave
2022-07-17 15:00:18.240,44.8,mqtt_consumer,Microwave
2022-07-17 16:00:18.240,54.91,mqtt_consumer,Microwave
2022-07-17 17:00:18.240,46.1,mqtt_consumer,Microwave
2022-07-17 18:00:18.240,50.68,mqtt_consumer,Microwave
2022-07-17 19:00:18.240,61.53,mqtt_consumer,Microwave
2022-07-17 20:00:18.240,47.98,mqtt_consumer,Microwave
2022-07-17 21:00:18.240,1.99,mqtt_consumer,Microwave
2022-07-17 22:00:18.240,22.2,mqtt_consumer,Microwave
2022-07-17 23:00:18.240,76.86,mqtt_consumer,Microwave
2022-07-18 00:00:18.240,82.91,mqtt_consumer,Microwave
2022-07-18 01:00:18.240,77.38,mqtt_consumer,Microwave
2022-07-18 02:00:18.240,31.56,mqtt_consumer,Microwave
2022-07-18 03:00:18.240,49.07,mqtt_consumer,Microwave
2022-07-18 04:00:18.240,93.23,mqtt_consumer,Microwave
2022-07-18 05:00:18.240,6.47,mqtt_consumer,Microwave
2022-07-18 06:00:18.240,79.26,mqtt_consumer,Microwave
2022-07-18 07:00:18.240,71.88,mqtt_consumer,Microwave
2022-07-18 08:00:18.240,38.62,mqtt_consumer,Microwave
2022-07-18 09:00:18.240,80.11,mqtt_consumer,Microwave
2022-07-18 10:00:18.240,35.49,mqtt_consumer,Microwave
2022-07-18 11:00:18.240,35.29,mqtt_consumer,Microwave
2022-07-18 12:00:18.240,75.48,mqtt_consumer,Microwave
2022-07-18 13:00:18.240,35.07,mqtt_consumer,Microwave
2022-07-18 14:00:18.240,8.48,mqtt_consumer,Microwave
2022-07-18 15:00:18.240,97.22,mqtt_consumer,Microwave
2022-07-18 16:00:18.240,91.76,mqtt_consumer,Microwave
2022-07-18 17:00:18.240,21.58,mqtt_consumer,Microwave
2022-07-18 18:00:18.240,80.17,mqtt_consumer,Microwave
2022-07-18 19:00:18.240,67.18,mqtt_consumer,Microwave
2022-07-18 20:00:18.240,86.76,mqtt_consumer,Microwave
2022-07-18 21:00:18.240,11.96,mqtt_consumer,Microwave
2022-07-18 22:00:18.240,89.99,mqtt_consumer,Microwave
2022-07-18 23:00:18.240,63.7,mqtt_consumer,Microwave
2022-07-19 00:00:18.240,35.21,mqtt_consumer,Microwave
2022-07-19 01:00:18.240,1.06,mqtt_consumer,Microwave
2022-07-19 02:00:18.240,0.27,mqtt_consumer,Microwave
2022-07-19 03:00:18.240,16.74,mqtt_consumer,Microwave
2022-07-19 04:00:18.240,89.31,mqtt_consumer,Microwave
2022-07-19 05:00:18.240,12.14,mqtt_consumer,Microwave
2022-07-19 06:00:18.240,59.23,mqtt_consumer,Microwave
2022-07-19 07:00:18.240,42.57,mqtt_consumer,Microwave
2022-07-19 08:00:18.240,51.87,mqtt_consumer,Microwave
2022-07-19 09:00:18.240,61.83,mqtt_consumer,Microwave
2022-07-19 10:00:18.240,8.29,mqtt_consumer,Microwave
2022-07-19 11:00:18.240,49.43,mqtt_consumer,Microwave
2022-07-19 12:00:18.240,98.22,mqtt_consumer,Microwave
2022-07-19 13:00:18.240,71.61,mqtt_consumer,Microwave
2022-07-19 14:00:18.240,31.92,mqtt_consumer,Microwave
2022-07-19 15:00:18.240,99.17,mqtt_consumer,Microwave
2022-07-19 16:00:18.240,82.42,mqtt_consumer,Microwave
2022-07-19 17:00:18.240,45.59,mqtt_consumer,Microwave
2022-07-19 18:00:18.240,20.93,mqtt_consumer,Microwave
2022-07-19 19:00:18.240,16.1,mqtt_consumer,Microwave
2022-07-19 20:00:18.240,27.55,mqtt_consumer,Microwave
2022-07-19 21:00:18.240,11.28,mqtt_consumer,Microwave
2022-07-19 22:00:18.240,51.83,mqtt_consumer,Microwave
2022-07-19 23:00:18.240,74.74,mqtt_consumer,Microwave
2022-07-20 00:00:18.240,20.68,mqtt_consumer,Microwave
2022-07-20 01:00:18.240,2.19,mqtt_consumer,Microwave
2022-07-20 02:00:18.240,28.75,mqtt_consumer,Microwave
2022-07-20 03:00:18.240,27.16,mqtt_consumer,Microwave
2022-07-20 04:00:18.240,72.93,mqtt_consumer,Microwave
2022-07-20 05:00:18.240,34.32,mqtt_consumer,Microwave
2022-07-20 06:00:18.240,70.03,mqtt_consumer,Microwave
2022-07-20 07:00:18.240,92.47,mqtt_consumer,Microwave
2022-07-20 08:00:18.240,39.85,mqtt_consumer,Microwave
2022-07-20 09:00:18.240,47.64,mqtt_consumer,Microwave
2022-07-20 10:00:18.240,69.82,mqtt_consumer,Microwave
2022-07-20 11:00:18.240,54.24,mqtt_consumer,Microwave
2022-07-20 12:00:18.240,59.8,mqtt_consumer,Microwave
2022-07-20 13:00:18.240,38.52,mqtt_consumer,Microwave
2022-07-20 14:00:18.240,97.83,mqtt_consumer,Microwave
2022-07-20 15:00:18.240,63.44,mqtt_consumer,Microwave
2022-07-20 16:00:18.240,88.83,mqtt_consumer,Microwave
2022-07-20 17:00:18.240,32.61,mqtt_consumer,Microwave
2022-07-20 18:00:18.240,6.82,mqtt_consumer,Microwave
2022-07-20 19:00:18.240,49.98,mqtt_consumer,Microwave
2022-07-20 20:00:18.240,25.11,mqtt_consumer,Microwave
2022-07-20 21:00:18.240,10.1,mqtt_consumer,Microwave
2022-07-20 22:00:18.240,27.61,mqtt_consumer,Microwave
2022-07-20 23:00:18.240,68.23,mqtt_consumer,Microwave
2022-07-21 00:00:18.240,29.78,mqtt_consumer,Microwave
2022-07-21 01:00:18.240,60.01,mqtt_consumer,Microwave
2022-07-21 02:00:18.240,9.05,mqtt_consumer,Microwave
2022-07-21 03:00:18.240,83.49,mqtt_consumer,Microwave
2022-07-21 04:00:18.240,14.51,mqtt_consumer,Microwave
2022-07-21 05:00:18.240,86.92,mqtt_consumer,Microwave
2022-07-21 06:00:18.240,90.38,mqtt_consumer,Microwave
2022-07-21 07:00:18.240,51.05,mqtt_consumer,Microwave
2022-07-21 08:00:18.240,46.83,mqtt_consumer,Microwave
2022-07-21 09:00:18.240,72.35,mqtt_consumer,Microwave
2022-07-21 10:00:18.240,80.85,mqtt_consumer,Microwave
2022-07-21 11:00:18.240,87.05,mqtt_consumer,Microwave
2022-07-21 12:00:18.240,83.38,mqtt_consumer,Microwave
2022-07-21 13:00:18.240,94.97,mqtt_consumer,Microwave
2022-07-21 14:00:18.240,74.95,mqtt_consumer,Microwave
2022-07-21 15:00:18.240,27.98,mqtt_consumer,Microwave
2022-07-21 16:00:18.240,86.22,mqtt_consumer,Microwave
2022-07-21 17:00:18.240,4.46,mqtt_consumer,Microwave
2022-07-21 18:00:18.240,6.27,mqtt_consumer,Microwave
2022-07-21 19:00:18.240,50.47,mqtt_consumer,Microwave
2022-07-21 20:00:18.240,88.09,mqtt_consumer,Microwave
2022-07-21 21:00:18.240,66.83,mqtt_consumer,Microwave
2022-07-21 22:00:18.240,90.46,mqtt_consumer,Microwave
2022-07-21 23:00:18.240,80.85,mqtt_consumer,Microwave
2022-07-22 00:00:18.240,58.22,mqtt_consumer,Microwave
2022-07-22 01:00:18.240,84.34,mqtt_consumer,Microwave
2022-07-22 02:00:18.240,33.87,mqtt_consumer,Microwave
2022-07-22 03:00:18.240,57.43,mqtt_consumer,Microwave
2022-07-22 04:00:18.240,42.79,mqtt_consumer,Microwave
2022-07-22 05:00:18.240,9.39,mqtt_consumer,Microwave
2022-07-22 06:00:18.240,32.66,mqtt_consumer,Microwave
2022-07-22 07:00:18.240,65.76,mqtt_consumer,Microwave
2022-07-22 08:00:18.240,1.19,mqtt_consumer,Microwave
2022-07-22 09:00:18.240,9.56,mqtt_consumer,Microwave
2022-07-22 10:00:18.240,12.18,mqtt_consumer,Microwave
2022-07-22 11:00:18.240,60,mqtt_consumer,Microwave
2022-07-22 12:00:18.240,31.11,mqtt_consumer,Microwave
2022-07-22 13:00:18.240,68.55,mqtt_consumer,Microwave
2022-07-22 14:00:18.240,93.54,mqtt_consumer,Microwave
2022-07-22 15:00:18.240,47.27,mqtt_consumer,Microwave
2022-07-22 16:00:18.240,25.07,mqtt_consumer,Microwave
2022-07-22 17:00:18.240,24.37,mqtt_consumer,Microwave
2022-07-22 18:00:18.240,57.12,mqtt_consumer,Microwave
2022-07-22 19:00:18.240,79.31,mqtt_consumer,Microwave
2022-07-22 20:00:18.240,58.86,mqtt_consumer,Microwave
2022-07-22 21:00:18.240,21.57,mqtt_consumer,Microwave
2022-07-22 22:00:18.240,93.33,mqtt_consumer,Microwave
2022-07-22 23:00:18.240,50.49,mqtt_consumer,Microwave
2022-07-23 00:00:18.240,30.5,mqtt_consumer,Microwave
2022-07-23 01:00:18.240,83.65,mqtt_consumer,Microwave
2022-07-23 02:00:18.240,45.93,mqtt_consumer,Microwave
2022-07-23 03:00:18.240,12.48,mqtt_consumer,Microwave
2022-07-23 04:00:18.240,94.92,mqtt_consumer,Microwave
2022-07-23 05:00:18.240,92.41,mqtt_consumer,Microwave
2022-07-23 06:00:18.240,3.01,mqtt_consumer,Microwave
2022-07-23 07:00:18.240,26.91,mqtt_consumer,Microwave
2022-07-23 08:00:18.240,46.1,mqtt_consumer,Microwave
2022-07-23 09:00:18.240,91.75,mqtt_consumer,Microwave
2022-07-23 10:00:18.240,78.21,mqtt_consumer,Microwave
2022-07-23 11:00:18.240,90.64,mqtt_consumer,Microwave
2022-07-23 12:00:18.240,9.99,mqtt_consumer,Microwave
2022-07-23 13:00:18.240,12.73,mqtt_consumer,Microwave
2022-07-23 14:00:18.240,57.96,mqtt_consumer,Microwave
2022-07-23 15:00:18.240,39.09,mqtt_consumer,Microwave
2022-07-23 16:00:18.240,82.53,mqtt_consumer,Microwave
2022-07-23 17:00:18.240,50.72,mqtt_consumer,Microwave
2022-07-23 18:00:18.240,0.37,mqtt_consumer,Microwave
2022-07-23 19:00:18.240,43.05,mqtt_consumer,Microwave
2022-07-23 20:00:18.240,86.14,mqtt_consumer,Microwave
2022-07-23 21:00:18.240,28.45,mqtt_consumer,Microwave
2022-07-23 22:00:18.240,71.16,mqtt_consumer,Microwave
2022-07-23 23:00:18.240,97.1,mqtt_consumer,Microwave
2022-07-24 00:00:18.240,42.9,mqtt_consumer,Microwave
2022-07-24 01:00:18.240,21.89,mqtt_consumer,Microwave
2022-07-24 02:00:18.240,54.03,mqtt_consumer,Microwave
2022-07-24 03:00:18.240,30.61,mqtt_consumer,Microwave
2022-07-24 04:00:18.240,93.92,mqtt_consumer,Microwave
2022-07-24 05:00:18.240,76.4,mqtt_consumer,Microwave
2022-07-24 06:00:18.240,39.59,mqtt_consumer,Microwave
2022-07-24 07:00:18.240,26.58,mqtt_consumer,Microwave
2022-07-24 08:00:18.240,36.45,mqtt_consumer,Microwave
2022-07-24 09:00:18.240,91.61,mqtt_consumer,Microwave
2022-07-24 10:00:18.240,22.97,mqtt_consumer,Microwave
2022-07-24 11:00:18.240,4.91,mqtt_consumer,Microwave
2022-07-24 12:00:18.240,12.65,mqtt_consumer,Microwave
2022-07-24 13:00:18.240,62.7,mqtt_consumer,Microwave
2022-07-24 14:00:18.240,96.66,mqtt_consumer,Microwave
2022-07-24 15:00:18.240,94.07,mqtt_consumer,Microwave
2022-07-24 16:00:18.240,1.58,mqtt_consumer,Microwave
2022-07-24 17:00:18.240,97.35,mqtt_consumer,Microwave
2022-07-24 18:00:18.240,42.15,mqtt_consumer,Microwave
2022-07-24 19:00:18.240,40.55,mqtt_consumer,Microwave
2022-07-24 20:00:18.240,16.43,mqtt_consumer,Microwave
2022-07-24 21:00:18.240,9.32,mqtt_consumer,Microwave
2022-07-24 22:00:18.240,40.38,mqtt_consumer,Microwave
2022-07-24 23:00:18.240,42.01,mqtt_consumer,Microwave
2022-07-25 00:00:18.240,57.85,mqtt_consumer,Microwave
2022-07-25 01:00:18.240,66.12,mqtt_consumer,Microwave
2022-07-25 02:00:18.240,10.66,mqtt_consumer,Microwave
2022-07-25 03:00:18.240,50.24,mqtt_consumer,Microwave
2022-07-25 04:00:18.240,1.29,mqtt_consumer,Microwave
2022-07-25 05:00:18.240,52.69,mqtt_consumer,Microwave
2022-07-25 06:00:18.240,67.27,mqtt_consumer,Microwave
2022-07-25 07:00:18.240,35.71,mqtt_consumer,Microwave
2022-07-25 08:00:18.240,55.45,mqtt_consumer,Microwave
2022-07-25 09:00:18.240,18.99,mqtt_consumer,Microwave
2022-07-25 10:00:18.240,95.48,mqtt_consumer,Microwave
2022-07-25 11:00:18.240,5.55,mqtt_consumer,Microwave
2022-07-25 12:00:18.240,57.75,mqtt_consumer,Microwave
2022-07-25 13:00:18.240,74.71,mqtt_consumer,Microwave
2022-07-25 14:00:18.240,76.33,mqtt_consumer,Microwave
2022-07-25 15:00:18.240,21.02,mqtt_consumer,Microwave
2022-07-25 16:00:18.240,33.73,mqtt_consumer,Microwave
2022-07-25 17:00:18.240,96.47,mqtt_consumer,Microwave
2022-07-25 18:00:18.240,35.99,mqtt_consumer,Microwave
2022-07-25 19:00:18.240,87.75,mqtt_consumer,Microwave
2022-07-25 20:00:18.240,81.13,mqtt_consumer,Microwave
2022-07-25 21:00:18.240,55.19,mqtt_consumer,Microwave
2022-07-25 22:00:18.240,98.66,mqtt_consumer,Microwave
2022-07-25 23:00:18.240,83.43,mqtt_consumer,Microwave
2022-07-26 00:00:18.240,74.1,mqtt_consumer,Microwave
2022-07-26 01:00:18.240,65.21,mqtt_consumer,Microwave
2022-07-26 02:00:18.240,8.4,mqtt_consumer,Microwave
2022-07-26 03:00:18.240,77.26,mqtt_consumer,Microwave
2022-07-26 04:00:18.240,8.23,mqtt_consumer,Microwave
2022-07-26 05:00:18.240,61.32,mqtt_consumer,Microwave
2022-07-26 06:00:18.240,55.5,mqtt_consumer,Microwave
2022-07-26 07:00:18.240,54.88,mqtt_consumer,Microwave
2022-07-26 08:00:18.240,43.38,mqtt_consumer,Microwave
2022-07-26 09:00:18.240,69.39,mqtt_consumer,Microwave
2022-07-26 10:00:18.240,84.82,mqtt_consumer,Microwave
2022-07-26 11:00:18.240,21.67,mqtt_consumer,Microwave
2022-07-26 12:00:18.240,36.95,mqtt_consumer,Microwave
2022-07-26 13:00:18.240,21.82,mqtt_consumer,Microwave
2022-07-26 14:00:18.240,6.05,mqtt_consumer,Microwave
2022-07-26 15:00:18.240,30.45,mqtt_consumer,Microwave
2022-07-26 16:00:18.240,92.2,mqtt_consumer,Microwave
2022-07-26 17:00:18.240,0.05,mqtt_consumer,Microwave
2022-07-26 18:00:18.240,18.38,mqtt_consumer,Microwave
2022-07-26 19:00:18.240,90.16,mqtt_consumer,Microwave
